Time of feeding,Ingredients,Amount,Unit type,Baby's reaction
12/11/2019 7:54:13 PM,Fruit smoothies,62,g,Love it!
12/11/2019 9:40:06 AM,Fruit smoothies,110,g,Like it!
12/10/2019 7:53:18 PM,"Pears,Mango,Spinach",50,g,Love it!
12/10/2019 5:57:45 PM,"Pears,Mango,Spinach",56,g,Love it!
12/10/2019 9:45:50 AM,Fruit smoothies,110,g,Like it!
12/10/2019 3:05:35 PM,Yogurt,76,g,Like it!
12/10/2019 12:00:12 PM,Oatmeal,73,g,Like it!
12/10/2019 3:15:03 PM,Nuts,2,g,Like it!
12/10/2019 3:30:20 PM,Oatmeal,73,g,Like it!
12/10/2019 12:20:40 PM,Nuts,5,g,Like it!
12/10/2019 5:45:30 PM,Fruit smoothies,23,g,Love it!
12/10/2019 12:30:04 PM,"Beef,Other",59,g,Like it!
12/10/2019 9:30:15 AM,Oatmeal,73,g,Like it!
12/09/2019 7:50:12 PM,Fruit smoothies,29,g,Love it!
12/09/2019 3:05:29 PM,Oatmeal,68,g,Like it!
12/09/2019 10:01:59 AM,Fruit smoothies,109,g,Love it!
12/09/2019 12:40:39 PM,Yogurt,76,g,Like it!
12/09/2019 12:05:11 PM,Oatmeal,68,g,Like it!
12/09/2019 3:30:58 PM,Yogurt,76,g,Like it!
12/09/2019 12:15:26 PM,Fruit smoothies,109,g,Like it!
12/09/2019 8:24:51 AM,Oatmeal,68,g,Like it!
12/09/2019 5:36:17 PM,Fruit smoothies,47,g,Love it!
12/09/2019 12:45:15 PM,Nuts,5,g,Love it!
12/09/2019 3:50:35 PM,Nuts,5,g,Love it!
12/08/2019 9:12:48 AM,Nuts,8,g,Love it!
12/08/2019 9:28:25 AM,Fruit smoothies,73,g,Love it!
12/08/2019 4:08:01 PM,Yogurt,23,g,Like it!
12/08/2019 7:48:59 PM,"Pears,Mango,Spinach",91,g,Love it!
12/08/2019 9:18:45 AM,Oatmeal,82,g,Love it!
12/08/2019 3:59:42 PM,Oatmeal,82,g,Like it!
12/08/2019 5:38:59 PM,Yogurt,56,g,Like it!
12/08/2019 12:20:49 PM,Fruit smoothies,106,g,Love it!
12/08/2019 6:15:30 PM,Nuts,5,g,Love it!
12/07/2019 6:00:10 PM,Nuts,8,g,Love it!
12/07/2019 4:40:25 PM,Yogurt,85,g,Like it!
12/07/2019 7:55:45 PM,"Applesauce,Blueberries,Spinach",65,g,Like it!
12/07/2019 9:03:57 AM,Oatmeal,73,g,Like it!
12/07/2019 12:12:20 PM,Fruit smoothies,149,g,Like it!
12/07/2019 4:52:44 PM,"Oatmeal,Nuts",14,g,Hate it!
12/07/2019 9:45:50 AM,Fruit smoothies,59,g,Like it!
12/07/2019 7:35:27 PM,Yogurt,50,g,Love it!
12/06/2019 9:45:39 AM,Rice cereal,91,g,Love it!
12/06/2019 3:05:45 PM,Oatmeal,85,g,Love it!
12/06/2019 5:55:27 PM,Fruit smoothies,29,g,Like it!
12/06/2019 8:01:33 PM,"Applesauce,Blueberries,Spinach",29,g,Like it!
12/06/2019 12:20:57 PM,Oatmeal,2,g,Hate it!
12/06/2019 8:45:06 AM,Fruit smoothies,5,g,Like it!
12/06/2019 10:12:45 AM,Fruit smoothies,76,g,Love it!
12/06/2019 6:09:05 PM,Yogurt,41,g,Like it!
12/06/2019 3:15:24 PM,Yogurt,59,g,Love it!
12/05/2019 12:15:31 PM,Rice cereal,38,g,Like it!
12/05/2019 2:50:55 PM,Rice cereal,14,g,Hate it!
12/05/2019 5:40:05 PM,Fruit smoothies,73,g,Like it!
12/05/2019 9:30:14 AM,"Other,Rice cereal",76,g,Like it!
12/05/2019 3:00:42 PM,Yogurt,8,g,Hate it!
12/05/2019 7:30:49 PM,Fruit smoothies,14,g,Like it!
12/05/2019 9:40:49 AM,Fruit smoothies,118,g,Love it!
12/05/2019 4:30:11 PM,Fruit smoothies,110,g,Love it!
12/05/2019 12:25:43 PM,Yogurt,2,g,Hate it!
12/04/2019 7:12:54 PM,Fruit smoothies,5,g,Hate it!
12/04/2019 9:30:48 AM,Oatmeal,68,g,Like it!
12/04/2019 12:10:45 PM,"Beef,Other",118,g,Like it!
12/04/2019 9:40:23 AM,"Applesauce,Blueberries,Spinach",103,g,Like it!
12/04/2019 4:45:48 PM,Yogurt,84,g,Like it!
12/04/2019 12:00:02 PM,Oatmeal,68,g,Like it!
12/03/2019 7:54:11 PM,"Oatmeal,Other",11,g,Hate it!
12/03/2019 12:05:09 PM,Oatmeal,5,g,Hate it!
12/03/2019 12:15:46 PM,"Beef,Other",50,g,Like it!
12/03/2019 10:25:44 AM,"Bananas,Blueberries",110,g,Like it!
12/03/2019 8:35:11 AM,Rice cereal,57,g,Like it!
12/03/2019 3:00:18 PM,Oatmeal,85,g,Like it!
12/03/2019 3:10:43 PM,Yogurt,73,g,Like it!
12/02/2019 9:30:06 AM,Oatmeal,85,g,Like it!
12/02/2019 12:30:05 PM,Yogurt,76,g,Like it!
12/02/2019 3:25:29 PM,Yogurt,76,g,Like it!
12/02/2019 5:35:42 PM,"Apricots,Sweet potatoes,Bananas",56,g,Like it!
12/02/2019 3:35:46 PM,Oatmeal,85,g,Like it!
12/02/2019 9:50:44 AM,"Applesauce,Pears,Spinach",118,g,Like it!
12/02/2019 12:15:40 PM,"Beef,Other",118,g,Like it!
12/01/2019 10:05:54 AM,"Apricots,Sweet potatoes,Bananas",2,g,Hate it!
12/01/2019 12:57:48 PM,Applesauce,56,g,Like it!
12/01/2019 4:17:16 PM,Oatmeal,50,g,Like it!
12/01/2019 9:16:00 AM,Yogurt,102,g,Like it!
12/01/2019 12:08:53 PM,"Beef,Other",106,g,Like it!
12/01/2019 4:56:05 PM,Oatmeal,70,g,Like it!
12/01/2019 9:53:23 AM,Rice cereal,17,g,Hate it!
11/30/2019 8:50:30 AM,Yogurt,88,g,Like it!
11/30/2019 6:29:11 PM,Rice cereal,68,g,Like it!
11/30/2019 3:50:13 PM,"Beef,Other",103,g,Like it!
11/30/2019 10:50:08 AM,Yogurt,66,g,Like it!
11/30/2019 12:51:44 PM,"Pears,Peaches,Strawberries",50,g,Like it!
11/30/2019 4:04:00 PM,"Pears,Peaches,Strawberries",44,g,Like it!
11/30/2019 7:56:34 PM,"Applesauce,Blueberries,Spinach",91,g,Like it!
11/29/2019 4:13:44 PM,Oatmeal,82,g,Like it!
11/29/2019 6:34:08 PM,"Apricots,Sweet potatoes,Bananas",97,g,Love it!
11/29/2019 8:54:19 AM,"Beef,Other",8,g,Love it!
11/29/2019 8:58:01 AM,Yogurt,90,g,Love it!
11/29/2019 11:19:19 AM,"Beef,Other",103,g,Like it!
11/29/2019 4:02:31 PM,Yogurt,34,g,Like it!
11/28/2019 7:50:20 PM,"Applesauce,Carrots,Mango",88,g,Love it!
11/28/2019 3:47:39 PM,Oatmeal,11,g,Hate it!
11/28/2019 10:54:30 AM,"Beef,Other",100,g,Like it!
11/28/2019 3:53:19 PM,Yogurt,65,g,Like it!
11/28/2019 8:17:03 AM,Yogurt,50,g,Like it!
11/28/2019 9:52:27 AM,"Pears,Mango,Spinach",26,g,Like it!
11/27/2019 9:40:52 AM,"Bananas,Oatmeal,Other",88,g,Like it!
11/27/2019 8:11:21 AM,Rice cereal,29,g,Love it!
11/27/2019 9:35:14 AM,Rice cereal,68,g,Like it!
11/27/2019 3:05:14 PM,Oatmeal,68,g,Like it!
11/27/2019 6:30:55 PM,"Bananas,Oatmeal",103,g,Like it!
11/27/2019 12:00:46 PM,Oatmeal,68,g,Like it!
11/27/2019 12:10:08 PM,"Beef,Other",118,g,Like it!
11/27/2019 3:30:11 PM,Yogurt,8,g,Like it!
11/26/2019 6:07:33 PM,Yogurt,73,g,Like it!
11/26/2019 9:45:54 AM,"Beef,Other",118,g,Like it!
11/26/2019 3:30:33 PM,Rice cereal,81,g,Like it!
11/26/2019 3:20:01 PM,Yogurt,65,g,Like it!
11/26/2019 12:05:21 PM,Rice cereal,81,g,Like it!
11/26/2019 9:30:24 AM,Rice cereal,81,g,Like it!
11/26/2019 3:35:33 PM,Applesauce,59,g,Like it!
11/26/2019 12:15:38 PM,"Applesauce,Carrots,Mango",103,g,Like it!
11/25/2019 5:55:55 PM,"Peas,Broccoli,Pears",32,g,Like it!
11/25/2019 12:10:49 PM,"Applesauce,Carrots,Mango",103,g,Like it!
11/25/2019 9:45:06 AM,"Beef,Other",118,g,Like it!
11/25/2019 9:35:29 AM,Oatmeal,62,g,Like it!
11/25/2019 3:25:37 PM,Oatmeal,62,g,Like it!
11/25/2019 12:00:34 PM,Oatmeal,62,g,Like it!
11/25/2019 3:15:24 PM,Yogurt,118,g,Like it!
11/24/2019 9:58:50 AM,Oatmeal,50,g,Like it!
11/24/2019 3:45:05 PM,Yogurt,93,g,Like it!
11/24/2019 5:30:47 PM,Rice cereal,44,g,Hate it!
11/24/2019 10:30:35 AM,"Pears,Peas,Broccoli",110,g,Like it!
11/24/2019 5:20:43 PM,Yogurt,29,g,
11/24/2019 7:24:34 PM,"Pears,Peaches,Strawberries",17,g,Like it!
11/24/2019 6:26:18 PM,"Pears,Peaches,Strawberries",70,g,Like it!
11/24/2019 11:24:12 AM,Applesauce,94,g,Like it!
11/23/2019 3:50:26 PM,Yogurt,51,g,Love it!
11/23/2019 9:05:34 AM,"Pears,Mango,Spinach",110,g,Love it!
11/23/2019 9:59:22 AM,Oatmeal,8,g,Hate it!
11/23/2019 11:40:19 AM,Oatmeal,14,g,Hate it!
11/23/2019 8:01:07 PM,"Bananas,Blueberries,Other",109,g,Love it!
11/23/2019 11:50:04 AM,Applesauce,90,g,Love it!
11/23/2019 5:57:33 PM,Yogurt,45,g,Love it!
11/22/2019 11:41:21 AM,Oatmeal,76,g,Like it!
11/22/2019 9:23:42 AM,Oatmeal,35,g,Like it!
11/22/2019 6:20:12 PM,"Pears,Broccoli,Spinach",110,g,Like it!
11/22/2019 4:10:58 PM,Yogurt,2,g,Love it!
11/22/2019 10:05:10 AM,"Bananas,Blueberries,Other",106,g,Love it!
11/21/2019 3:25:28 PM,Yogurt,73,g,Like it!
11/21/2019 12:10:10 PM,Oatmeal,62,g,Like it!
11/21/2019 12:15:27 PM,"Chicken,Other",118,g,Like it!
11/21/2019 9:40:15 AM,Oatmeal,62,g,Like it!
11/21/2019 3:10:13 PM,Oatmeal,29,g,Like it!
11/21/2019 9:50:32 AM,"Carrots,Mango,Applesauce",103,g,Like it!
11/20/2019 12:30:31 PM,"Chicken,Other",118,g,Like it!
11/20/2019 4:10:55 PM,Oatmeal,29,g,Like it!
11/20/2019 3:20:09 PM,Yogurt,73,g,Like it!
11/20/2019 9:40:33 AM,Oatmeal,62,g,Like it!
11/20/2019 9:45:49 AM,"Applesauce,Carrots,Mango",103,g,Like it!
11/20/2019 6:18:20 PM,"Applesauce,Carrots,Mango",17,g,Love it!
11/20/2019 12:15:17 PM,Oatmeal,62,g,Like it!
11/20/2019 6:26:05 PM,Applesauce,31,g,Like it!
11/19/2019 9:40:47 AM,"Applesauce,Carrots,Mango",103,g,Like it!
11/19/2019 3:30:37 PM,Yogurt,73,g,Like it!
11/19/2019 12:10:19 PM,Oatmeal,62,g,Like it!
11/19/2019 4:40:43 PM,"Applesauce,Carrots,Mango",68,g,Like it!
11/19/2019 12:25:34 PM,"Turkey,Other",118,g,Like it!
11/19/2019 9:30:12 AM,Oatmeal,62,g,Like it!
11/19/2019 8:27:32 AM,"Carrots,Applesauce,Mango",79,g,Like it!
11/19/2019 3:15:25 PM,Oatmeal,62,g,Like it!
11/18/2019 8:25:13 AM,Applesauce,29,g,Like it!
11/18/2019 12:05:23 PM,"Chicken,Other",118,g,Like it!
11/18/2019 12:20:55 PM,Oatmeal,124,g,Like it!
11/18/2019 3:35:17 PM,"Applesauce,Carrots,Mango",20,g,Like it!
11/18/2019 3:20:47 PM,Oatmeal,2,g,Hate it!
11/18/2019 3:30:04 PM,Yogurt,73,g,Like it!
11/18/2019 8:15:58 AM,Yogurt,88,g,Like it!
11/18/2019 5:10:51 PM,Oatmeal,44,g,Like it!
11/18/2019 7:32:55 PM,Oatmeal,48,g,Like it!
11/17/2019 9:19:15 AM,"Applesauce,Carrots,Mango",50,g,Like it!
11/17/2019 11:21:45 AM,"Applesauce,Spinach",85,g,Like it!
11/17/2019 2:57:45 PM,Yogurt,8,g,Hate it!
11/17/2019 12:55:49 PM,Oatmeal,2,g,Hate it!
11/17/2019 7:14:16 PM,Yogurt,76,g,Like it!
11/17/2019 7:42:40 PM,"Peaches,Pears,Strawberries",35,g,Like it!
11/17/2019 6:10:43 PM,Oatmeal,8,g,Hate it!
11/17/2019 11:14:27 AM,Oatmeal,29,g,Like it!
11/17/2019 6:22:40 PM,"Peaches,Pears,Strawberries",56,g,Hate it!
11/16/2019 3:50:28 PM,"Applesauce,Carrots,Mango",23,g,Like it!
11/16/2019 9:49:58 AM,Oatmeal,72,g,Like it!
11/16/2019 12:20:28 PM,Yogurt,112,g,Love it!
11/16/2019 8:49:42 AM,Oatmeal,65,g,Love it!
11/16/2019 1:01:50 PM,Oatmeal,70,g,Like it!
11/16/2019 6:28:27 PM,Oatmeal,20,g,Hate it!
11/16/2019 3:43:22 PM,Yogurt,8,g,Hate it!
11/15/2019 12:05:15 PM,"Applesauce,Blueberries,Spinach",94,g,Love it!
11/15/2019 5:10:40 PM,Yogurt,41,g,Like it!
11/15/2019 5:24:55 PM,Oatmeal,5,g,Hate it!
11/15/2019 10:17:50 AM,"Pears,Peaches,Strawberries",69,g,Like it!
11/15/2019 9:55:06 AM,"Chicken,Other",53,g,Like it!
11/15/2019 12:54:47 PM,Oatmeal,91,g,Like it!
11/15/2019 4:23:19 PM,Oatmeal,32,g,Like it!
11/15/2019 3:55:35 PM,"Chicken,Other",2,g,Hate it!
11/15/2019 8:52:17 AM,Oatmeal,59,g,Love it!
11/14/2019 5:31:52 PM,"Applesauce,Blueberries,Spinach",94,g,Love it!
11/14/2019 9:30:19 AM,Oatmeal,62,g,Like it!
11/14/2019 12:35:17 PM,"Chicken,Other",118,g,Like it!
11/14/2019 7:30:00 PM,Oatmeal,20,g,Like it!
11/14/2019 8:35:10 AM,Oatmeal,65,g,Like it!
11/14/2019 9:40:47 AM,"Pears,Peaches,Strawberries",103,g,Like it!
11/14/2019 3:05:46 PM,Yogurt,73,g,Like it!
11/14/2019 3:15:13 PM,Oatmeal,62,g,Like it!
11/14/2019 12:05:36 PM,Oatmeal,62,g,Like it!
11/13/2019 6:10:50 PM,"Applesauce,Blueberries,Spinach",96,g,Love it!
11/13/2019 9:30:28 AM,Oatmeal,62,g,Like it!
11/13/2019 12:25:28 PM,"Chicken,Other",118,g,Like it!
11/13/2019 3:05:52 PM,Oatmeal,62,g,Like it!
11/13/2019 9:50:55 AM,"Peaches,Pears,Strawberries",103,g,Like it!
11/13/2019 8:17:38 AM,Oatmeal,60,g,Like it!
11/13/2019 3:15:04 PM,Yogurt,156,g,Like it!
11/13/2019 12:05:32 PM,Oatmeal,62,g,Like it!
11/12/2019 5:58:05 PM,Yogurt,47,g,Like it!
11/12/2019 8:48:47 AM,Oatmeal,38,g,Love it!
11/12/2019 12:30:03 PM,Oatmeal,50,g,Like it!
11/12/2019 5:00:12 PM,Yogurt,38,g,Like it!
11/12/2019 9:00:01 AM,"Chicken,Other",65,g,Like it!
11/12/2019 9:25:42 AM,"Pears,Peaches,Strawberries",94,g,Love it!
11/12/2019 12:34:45 PM,"Chicken,Other",47,g,Like it!
11/12/2019 3:45:27 PM,Yogurt,56,g,Like it!
11/12/2019 12:44:59 PM,Oatmeal,34,g,Like it!
11/11/2019 3:15:31 PM,Oatmeal,62,g,Like it!
11/11/2019 3:20:42 PM,Yogurt,156,g,Like it!
11/11/2019 9:40:55 AM,"Applesauce,Mango,Carrots",73,g,Like it!
11/11/2019 8:35:41 AM,"Applesauce,Spinach,Blueberries",44,g,Like it!
11/11/2019 12:05:34 PM,Oatmeal,62,g,Like it!
11/11/2019 12:10:58 PM,"Chicken,Other",118,g,Like it!
11/11/2019 7:27:14 PM,Oatmeal,20,g,Love it!
11/11/2019 9:30:34 AM,Oatmeal,62,g,Like it!
11/11/2019 4:48:04 PM,"Applesauce,Spinach,Blueberries",88,g,Like it!
11/10/2019 4:18:22 PM,Yogurt,70,g,Like it!
11/10/2019 9:42:09 AM,"Applesauce,Blueberries,Spinach",94,g,Like it!
11/10/2019 4:04:13 PM,"Chicken,Other",44,g,Hate it!
11/10/2019 7:52:04 PM,"Applesauce,Blueberries,Spinach",38,g,Like it!
11/10/2019 8:47:21 AM,Rice cereal,88,g,Love it!
11/10/2019 12:42:29 PM,Oatmeal,25,g,Like it!
11/10/2019 9:49:10 AM,"Chicken,Other",2,g,Hate it!
11/10/2019 12:34:17 PM,Rice cereal,53,g,Like it!
11/10/2019 7:48:13 PM,Oatmeal,62,g,Like it!
11/10/2019 5:20:25 PM,Oatmeal,38,g,Like it!
11/09/2019 10:28:55 AM,Oatmeal,38,g,Hate it!
11/09/2019 5:59:32 PM,"Applesauce,Carrots,Mango,Avocados",14,g,Hate it!
11/09/2019 5:24:57 PM,Oatmeal,44,g,Hate it!
11/09/2019 9:32:34 AM,"Applesauce,Carrots,Mango,Avocados",59,g,Hate it!
11/09/2019 10:02:46 AM,Oatmeal,5,g,Hate it!
11/09/2019 12:35:52 PM,Oatmeal,156,g,Like it!
11/09/2019 11:14:41 AM,Yogurt,50,g,Like it!
11/09/2019 8:23:55 AM,Yogurt,41,g,Like it!
11/08/2019 8:12:35 AM,Rice cereal,35,g,Like it!
11/08/2019 11:12:50 AM,Yogurt,50,g,Like it!
11/08/2019 7:58:28 PM,Oatmeal,14,g,Hate it!
11/08/2019 3:57:30 PM,Yogurt,23,g,Like it!
11/08/2019 9:53:54 AM,"Applesauce,Kale,Avocados",17,g,Hate it!
11/08/2019 5:49:55 PM,"Chicken,Other",103,g,Like it!
11/08/2019 7:00:56 PM,Oatmeal,14,g,Hate it!
11/08/2019 10:34:40 AM,"Applesauce,Kale,Avocados",76,g,Like it!
11/08/2019 12:55:36 PM,Oatmeal,50,g,Like it!
11/07/2019 3:30:51 PM,Yogurt,73,g,Like it!
11/07/2019 7:28:11 PM,Rice cereal,47,g,Love it!
11/07/2019 12:10:43 PM,Oatmeal,62,g,Like it!
11/07/2019 8:00:51 AM,Rice cereal,56,g,Like it!
11/07/2019 12:50:56 PM,"Chicken,Other",118,g,Like it!
11/07/2019 9:40:46 AM,Oatmeal,62,g,Like it!
11/07/2019 3:10:35 PM,Oatmeal,62,g,Like it!
11/07/2019 9:45:01 AM,"Applesauce,Kale,Spinach",103,g,Like it!
11/06/2019 12:05:51 PM,Oatmeal,62,g,Like it!
11/06/2019 3:10:34 PM,Yogurt,156,g,Like it!
11/06/2019 9:30:54 AM,Oatmeal,62,g,Like it!
11/06/2019 7:35:02 PM,Rice cereal,35,g,Like it!
11/06/2019 12:30:30 PM,"Chicken,Other",118,g,Like it!
11/06/2019 9:42:28 AM,"Applesauce,Carrots,Mango",50,g,Like it!
11/06/2019 6:18:54 PM,"Applesauce,Kale,Avocados",59,g,Like it!
11/06/2019 4:55:28 PM,Rice cereal,29,g,Like it!
11/06/2019 3:00:50 PM,Oatmeal,62,g,Like it!
11/05/2019 8:10:13 AM,Rice cereal,29,g,Like it!
11/05/2019 12:15:51 PM,"Chicken,Other",118,g,Like it!
11/05/2019 9:30:34 AM,Oatmeal,62,g,Like it!
11/05/2019 5:48:36 PM,"Applesauce,Kale,Avocados",14,g,Like it!
11/05/2019 7:28:59 PM,Rice cereal,17,g,Like it!
11/05/2019 3:05:04 PM,Oatmeal,29,g,Like it!
11/05/2019 9:50:09 AM,"Applesauce,Carrots,Mango",103,g,Like it!
11/05/2019 5:40:56 PM,Rice cereal,51,g,Love it!
11/05/2019 3:15:19 PM,Yogurt,73,g,Like it!
11/05/2019 12:05:34 PM,Oatmeal,62,g,Like it!
11/04/2019 12:15:50 PM,"Chicken,Other",88,g,Like it!
11/04/2019 12:05:33 PM,Oatmeal,62,g,Like it!
11/04/2019 9:40:41 AM,"Applesauce,Mango,Carrots",103,g,Like it!
11/04/2019 9:30:24 AM,Oatmeal,62,g,Like it!
11/04/2019 3:15:31 PM,Yogurt,73,g,Like it!
11/04/2019 3:10:19 PM,Oatmeal,62,g,Like it!
11/03/2019 8:49:31 AM,"Applesauce,Blueberries,Spinach",96,g,Love it!
11/03/2019 4:02:10 PM,Oatmeal,35,g,Like it!
11/03/2019 5:06:28 PM,Oatmeal,14,g,Hate it!
11/03/2019 8:59:13 AM,"Turkey,Other",29,g,Hate it!
11/03/2019 3:05:41 PM,"Bananas,Oatmeal,Other",62,g,Like it!
11/03/2019 10:03:21 AM,Oatmeal,88,g,Like it!
11/02/2019 9:55:43 AM,"Oatmeal,Bananas,Other",110,g,Like it!
11/02/2019 12:49:50 PM,Oatmeal,23,g,Like it!
11/02/2019 5:08:44 PM,Yogurt,112,g,Like it!
11/02/2019 3:55:09 PM,"Other,Turkey",2,g,Hate it!
11/02/2019 4:15:26 PM,Oatmeal,11,g,Hate it!
11/02/2019 11:17:41 AM,Oatmeal,32,g,Like it!
11/02/2019 7:15:45 PM,Oatmeal,23,g,Like it!
11/01/2019 3:45:19 PM,Yogurt,103,g,Like it!
11/01/2019 10:10:01 AM,Oatmeal,56,g,Hate it!
11/01/2019 3:36:54 PM,"Chicken,Other",38,g,Like it!
11/01/2019 10:50:05 AM,"Chicken,Other",2,g,Hate it!
11/01/2019 5:00:25 PM,Oatmeal,73,g,Like it!
11/01/2019 12:10:37 PM,Chicken,53,g,Hate it!
11/01/2019 8:45:44 AM,"Bananas,Other,Oatmeal",65,g,Like it!
10/31/2019 9:35:02 AM,"Pears,Peaches,Strawberries",103,g,Like it!
10/31/2019 3:15:03 PM,Yogurt,156,g,Like it!
10/31/2019 12:05:44 PM,Oatmeal,62,g,Like it!
10/31/2019 7:29:24 PM,"Oatmeal,Bananas,Other",38,g,Like it!
10/31/2019 12:10:05 PM,"Beef,Other",59,g,Like it!
10/31/2019 7:23:23 PM,Oatmeal,25,g,Love it!
10/31/2019 3:00:35 PM,Oatmeal,62,g,Like it!
10/31/2019 9:30:47 AM,Oatmeal,62,g,Like it!
10/30/2019 12:40:24 PM,Oatmeal,62,g,Like it!
10/30/2019 9:30:43 AM,"Applesauce,Blueberries,Spinach",103,g,Like it!
10/30/2019 3:20:02 PM,Yogurt,156,g,Like it!
10/30/2019 3:00:42 PM,Oatmeal,62,g,Like it!
10/30/2019 5:51:03 PM,"Applesauce,Kale,Avocados",14,g,Love it!
10/30/2019 6:32:01 PM,"Applesauce,Kale,Avocados",68,g,Like it!
10/30/2019 9:50:22 AM,Oatmeal,62,g,Like it!
10/30/2019 12:10:51 PM,"Chicken,Other",118,g,Like it!
10/29/2019 6:41:42 PM,"Kale,Avocados,Applesauce",88,g,Like it!
10/29/2019 8:50:50 AM,Oatmeal,29,g,Like it!
10/29/2019 12:15:51 PM,"Chicken,Other",118,g,Like it!
10/29/2019 9:30:28 AM,Oatmeal,29,g,Like it!
10/29/2019 9:40:50 AM,"Applesauce,Mango,Carrots",103,g,Like it!
10/29/2019 3:05:28 PM,Yogurt,153,g,Like it!
10/29/2019 3:10:02 PM,Oatmeal,62,g,Like it!
10/29/2019 12:00:33 PM,Oatmeal,62,g,Like it!
10/28/2019 3:15:08 PM,Yogurt,73,g,Like it!
10/28/2019 12:40:38 PM,"Pears,Peaches,Strawberries",103,g,Like it!
10/28/2019 6:56:07 PM,"Other,Bananas,Oatmeal",14,g,Love it!
10/28/2019 9:30:27 AM,Oatmeal,62,g,Like it!
10/28/2019 3:25:55 PM,"Chicken,Other",118,g,Like it!
10/28/2019 12:15:02 PM,Oatmeal,124,g,Like it!
10/27/2019 12:13:53 PM,Yogurt,29,g,Like it!
10/27/2019 6:30:56 PM,Oatmeal,38,g,Like it!
10/27/2019 4:21:38 PM,"Chicken,Other",14,g,Hate it!
10/27/2019 12:00:26 PM,"Chicken,Other",20,g,Hate it!
10/27/2019 3:52:59 PM,Oatmeal,29,g,Hate it!
10/27/2019 6:34:46 PM,Rice cereal,50,g,Like it!
10/27/2019 7:51:45 PM,Oatmeal,88,g,Like it!
10/27/2019 9:35:25 AM,Oatmeal,44,g,Hate it!
10/27/2019 4:07:36 PM,"Pears,Strawberries,Peaches",94,g,Like it!
10/26/2019 6:10:41 PM,"Bananas,Blueberries,Oatmeal",59,g,Like it!
10/26/2019 5:20:51 PM,Oatmeal,32,g,Like it!
10/26/2019 7:50:18 PM,Oatmeal,50,g,Like it!
10/26/2019 12:05:39 PM,Yogurt,73,g,Like it!
10/26/2019 9:00:16 AM,"Bananas,Oatmeal,Other",44,g,Like it!
10/26/2019 3:55:01 PM,"Chicken,Other",8,g,Hate it!
10/25/2019 6:10:52 PM,"Chicken,Other",94,g,Like it!
10/25/2019 12:15:24 PM,Oatmeal,82,g,Like it!
10/25/2019 3:50:21 PM,Yogurt,103,g,Hate it!
10/25/2019 11:00:19 AM,"Kale,Avocados,Applesauce",44,g,Like it!
10/25/2019 9:55:05 AM,Oatmeal,57,g,Love it!
10/25/2019 10:05:22 AM,"Kale,Avocados,Applesauce",70,g,Like it!
10/24/2019 3:00:46 PM,Oatmeal,62,g,Like it!
10/24/2019 6:10:05 PM,Oatmeal,32,g,Hate it!
10/24/2019 3:10:05 PM,Yogurt,156,g,Like it!
10/24/2019 12:15:22 PM,"Beef,Other",118,g,Like it!
10/24/2019 12:30:55 PM,Oatmeal,62,g,Like it!
10/24/2019 10:00:24 AM,"Pears,Peaches,Strawberries",103,g,Like it!
10/23/2019 3:25:19 PM,Yogurt,118,g,Like it!
10/23/2019 6:02:32 PM,Oatmeal,62,g,Like it!
10/23/2019 9:45:36 AM,"Pears,Peaches,Strawberries",103,g,Like it!
10/23/2019 12:15:23 PM,Oatmeal,59,g,Like it!
10/23/2019 3:15:02 PM,Oatmeal,59,g,Like it!
10/22/2019 3:10:40 PM,Yogurt,73,g,Like it!
10/22/2019 8:45:45 AM,Oatmeal,29,g,Like it!
10/22/2019 12:00:34 PM,"Beef,Other",118,g,Like it!
10/22/2019 12:25:08 PM,Yogurt,73,g,Like it!
10/22/2019 3:05:03 PM,Oatmeal,59,g,Like it!
10/22/2019 12:10:23 PM,Oatmeal,59,g,Like it!
10/22/2019 9:30:54 AM,"Pears,Peaches,Strawberries",103,g,Like it!
