Time of feeding,Ingredients,Amount,Unit type,Baby's reaction
10/22/2019 5:55:08 PM,"Applesauce,Other",59,g,Like it!
10/21/2019 5:35:58 PM,Oatmeal,53,g,Like it!
10/21/2019 9:30:51 AM,"Applesauce,Carrots,Mango",73,g,Like it!
10/21/2019 3:15:51 PM,Yogurt,59,g,Hate it!
10/21/2019 8:28:07 AM,Oatmeal,35,g,Like it!
10/21/2019 12:00:53 PM,"Beef,Other",118,g,Like it!
10/21/2019 12:40:18 PM,Oatmeal,73,g,Like it!
10/21/2019 6:10:40 PM,"Applesauce,Kale,Avocados",44,g,Like it!
10/20/2019 11:52:49 AM,"Bananas,Oatmeal,Other",73,g,Like it!
10/20/2019 3:50:45 PM,"Applesauce,Other,Oatmeal",44,g,Hate it!
10/20/2019 9:30:57 AM,Yogurt,8,g,Hate it!
10/20/2019 9:02:26 AM,Oatmeal,14,g,Hate it!
10/20/2019 11:35:34 AM,Oatmeal,23,g,Hate it!
10/19/2019 3:38:35 PM,Yogurt,35,g,Hate it!
10/19/2019 5:37:19 PM,Oatmeal,103,g,Love it!
10/19/2019 10:32:08 AM,"Applesauce,Other",35,g,Like it!
10/19/2019 6:45:24 PM,"Applesauce,Carrots,Mango",94,g,Like it!
10/18/2019 4:10:13 PM,Yogurt,23,g,Like it!
10/18/2019 9:48:43 AM,"Applesauce,Kale,Avocados",81,g,Like it!
10/18/2019 8:34:44 AM,Oatmeal,26,g,Like it!
10/18/2019 3:55:30 PM,Oatmeal,44,g,Like it!
10/18/2019 6:35:24 PM,"Applesauce,Kale,Avocados",29,g,Like it!
10/18/2019 12:32:39 PM,Oatmeal,100,g,Like it!
10/18/2019 9:43:47 AM,Oatmeal,29,g,Like it!
10/18/2019 6:45:24 PM,Oatmeal,35,g,Like it!
10/17/2019 12:45:05 PM,Oatmeal,159,g,Like it!
10/17/2019 7:10:03 PM,"Bananas,Other,Oatmeal",110,g,Love it!
10/17/2019 12:55:38 PM,"Chicken,Other",118,g,Like it!
10/17/2019 9:45:24 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/17/2019 3:30:12 PM,Yogurt,156,g,Like it!
10/16/2019 12:30:40 PM,Oatmeal,103,g,Like it!
10/16/2019 8:03:21 AM,Oatmeal,35,g,Like it!
10/16/2019 12:55:15 PM,"Chicken,Other",118,g,Like it!
10/16/2019 3:30:37 PM,Yogurt,147,g,Like it!
10/16/2019 9:30:40 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/16/2019 6:24:31 PM,"Applesauce,Blueberries,Spinach",88,g,Love it!
10/15/2019 12:45:47 PM,"Chicken,Other",118,g,Like it!
10/15/2019 3:30:22 PM,Yogurt,156,g,Like it!
10/15/2019 9:45:01 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/15/2019 5:53:12 PM,Oatmeal,118,g,Love it!
10/15/2019 5:58:19 PM,"Applesauce,Blueberries,Spinach",94,g,Love it!
10/15/2019 8:12:11 AM,Oatmeal,11,g,Hate it!
10/14/2019 5:00:44 PM,"Applesauce,Blueberries,Spinach",94,g,Love it!
10/14/2019 3:30:03 PM,"Other,Beef",118,g,Like it!
10/14/2019 9:45:53 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/14/2019 6:04:24 PM,"Chicken,Other",97,g,Love it!
10/14/2019 12:45:41 PM,Oatmeal,159,g,Like it!
10/14/2019 5:25:25 PM,Bananas,2,g,Hate it!
10/13/2019 4:10:34 PM,Chicken,53,g,Hate it!
10/13/2019 12:39:36 PM,"Bananas,Blueberries,Green beans",62,g,Like it!
10/13/2019 4:01:40 PM,"Bananas,Blueberries",50,g,Hate it!
10/13/2019 9:10:17 AM,"Carrots,Applesauce,Mango",88,g,Like it!
10/13/2019 9:44:05 AM,Oatmeal,8,g,Hate it!
10/13/2019 5:45:55 PM,Yogurt,59,g,Like it!
10/12/2019 12:53:48 PM,Oatmeal,73,g,Like it!
10/12/2019 6:04:02 PM,Yogurt,147,g,Love it!
10/12/2019 11:56:25 AM,"Pears,Strawberries,Guava",35,g,Love it!
10/12/2019 4:20:16 PM,Oatmeal,85,g,Like it!
10/12/2019 10:00:40 AM,"Pears,Strawberries,Guava",73,g,Love it!
10/12/2019 12:01:57 PM,"Chicken,Other",103,g,Like it!
10/11/2019 3:51:01 PM,Chicken,41,g,Like it!
10/11/2019 8:36:23 AM,Oatmeal,36,g,Like it!
10/11/2019 9:05:20 AM,"Applesauce,Blueberries,Spinach",88,g,Like it!
10/11/2019 10:28:01 AM,Oatmeal,97,g,Like it!
10/11/2019 6:18:42 PM,Yogurt,59,g,Like it!
10/11/2019 3:58:35 PM,Yogurt,91,g,Like it!
10/11/2019 12:49:29 PM,Chicken,65,g,Like it!
10/10/2019 12:55:49 PM,"Applesauce,Blueberries,Spinach",103,g,Like it!
10/10/2019 3:30:58 PM,Yogurt,156,g,Like it!
10/10/2019 9:55:48 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/10/2019 8:01:03 AM,Oatmeal,29,g,Like it!
10/10/2019 6:58:07 PM,"Pears,Peaches,Strawberries",96,g,Love it!
10/10/2019 5:10:01 PM,Oatmeal,76,g,Love it!
10/10/2019 6:50:01 PM,Oatmeal,53,g,Love it!
10/09/2019 11:35:36 AM,Oatmeal,78,g,Love it!
10/09/2019 5:47:09 PM,Yogurt,153,g,Love it!
10/09/2019 9:40:12 AM,"Applesauce,Mango,Carrots",94,g,Love it!
10/09/2019 11:57:18 AM,Oatmeal,78,g,Love it!
10/08/2019 5:10:28 PM,"Applesauce,Carrots,Mango",78,g,Love it!
10/08/2019 4:55:27 PM,Oatmeal,65,g,Love it!
10/08/2019 8:35:30 AM,"Applesauce,Carrots,Mango",14,g,Love it!
10/08/2019 12:45:28 PM,"Applesauce,Carrots,Spinach",103,g,Like it!
10/08/2019 3:30:00 PM,Yogurt,156,g,Like it!
10/08/2019 10:00:34 AM,"Applesauce,Carrots,Mango",103,g,Like it!
10/07/2019 3:30:29 PM,Yogurt,118,g,Like it!
10/07/2019 5:45:36 PM,"Applesauce,Carrots,Mango",88,g,Like it!
10/07/2019 5:40:57 PM,Oatmeal,29,g,Like it!
10/07/2019 9:45:30 AM,"Applesauce,Carrots,Spinach",103,g,Like it!
10/07/2019 6:56:58 PM,Oatmeal,20,g,Like it!
10/07/2019 12:45:08 PM,"Applesauce,Carrots,Mango",103,g,Like it!
10/06/2019 8:20:14 AM,Oatmeal,29,g,Like it!
10/06/2019 12:01:50 PM,Yogurt,47,g,Like it!
10/06/2019 9:45:59 AM,"Applesauce,Other,Strawberries,Spinach",94,g,Love it!
10/06/2019 11:35:19 AM,Yogurt,56,g,Like it!
10/06/2019 4:40:45 PM,Oatmeal,29,g,Like it!
10/06/2019 4:58:49 PM,"Applesauce,Carrots,Blueberries,Yogurt",85,g,Like it!
10/06/2019 4:00:58 PM,Yogurt,23,g,Hate it!
10/06/2019 7:19:46 PM,"Applesauce,Carrots,Spinach",2,g,Hate it!
10/05/2019 3:32:30 PM,"Carrots,Applesauce,Mango",94,g,Love it!
10/05/2019 3:26:58 PM,"Oatmeal,Other",4,g,Hate it!
10/05/2019 11:42:49 AM,Yogurt,150,g,Love it!
10/05/2019 6:40:13 PM,Oatmeal,17,g,Like it!
10/05/2019 8:35:43 AM,"Beef,Pork",14,g,Hate it!
10/05/2019 7:30:40 PM,"Applesauce,Other,Strawberries,Spinach",88,g,Love it!
10/05/2019 8:43:57 AM,"Applesauce,Carrots,Blueberries",94,g,Like it!
10/04/2019 4:22:45 PM,"Beef,Pork",13,g,Hate it!
10/04/2019 11:47:18 AM,"Applesauce,Carrots,Blueberries",113,g,Love it!
10/04/2019 8:20:48 AM,"Pears,Peaches,Strawberries",73,g,Like it!
10/04/2019 11:33:08 AM,"Beef,Pork",14,g,Like it!
10/04/2019 11:29:22 AM,"Pears,Peaches,Strawberries",23,g,Love it!
10/04/2019 10:46:03 AM,Oatmeal,11,g,Hate it!
10/04/2019 5:20:04 PM,Yogurt,133,g,Love it!
10/04/2019 6:27:11 PM,"Beef,Pork",29,g,Like it!
10/03/2019 6:26:50 PM,"Beef,Pork",34,g,Like it!
10/03/2019 4:53:10 PM,"Carrots,Applesauce,Blueberries",115,g,Love it!
10/03/2019 9:45:28 AM,"Applesauce,Blueberries,Spinach",103,g,Like it!
10/03/2019 12:45:22 PM,"Applesauce,Mango,Carrots,Kale",103,g,Like it!
10/03/2019 4:49:53 PM,Rice cereal,35,g,Love it!
10/03/2019 7:01:39 PM,Oatmeal,59,g,Like it!
10/03/2019 8:04:32 AM,Rice cereal,73,g,Like it!
10/02/2019 9:26:15 AM,"Applesauce,Spinach,Blueberries",94,g,Love it!
10/02/2019 6:03:10 PM,Rice cereal,59,g,Like it!
10/02/2019 1:00:25 PM,"Applesauce,Carrots,Mango",103,g,Love it!
10/02/2019 9:55:59 AM,Oatmeal,23,g,Like it!
10/02/2019 12:20:32 PM,Oatmeal,53,g,Like it!
10/02/2019 5:30:44 PM,Oatmeal,68,g,Like it!
10/02/2019 7:29:13 PM,Oatmeal,70,g,Like it!
10/01/2019 3:30:18 PM,"Beef,Other",118,g,Like it!
10/01/2019 9:45:19 AM,"Applesauce,Carrots,Spinach",103,g,Like it!
10/01/2019 12:30:34 PM,Oatmeal,88,g,Like it!
09/30/2019 12:45:15 PM,"Apricots,Chicken",118,g,Like it!
09/30/2019 5:13:53 PM,Oatmeal,73,g,Love it!
09/30/2019 4:35:23 PM,Oatmeal,147,g,Love it!
09/30/2019 5:24:18 PM,"Applesauce,Carrots,Spinach",94,g,Love it!
09/30/2019 9:45:36 AM,"Pears,Peaches,Strawberries",103,g,Like it!
09/29/2019 3:33:24 PM,"Pears,Carrots,Blueberries",44,g,Like it!
09/29/2019 6:04:21 PM,Oatmeal,59,g,Love it!
09/29/2019 12:29:16 PM,"Pears,Carrots,Blueberries",88,g,Like it!
09/29/2019 8:55:25 AM,Oatmeal,76,g,Like it!
09/29/2019 5:14:57 PM,Oatmeal,34,g,Like it!
09/29/2019 10:58:46 AM,"Applesauce,Carrots,Mango",94,g,Love it!
09/28/2019 12:28:54 PM,"Applesauce,Carrots,Blueberries,Yogurt",51,g,Love it!
09/28/2019 8:55:42 AM,"Applesauce,Carrots,Mango,Kale",23,g,Like it!
09/28/2019 5:52:39 PM,"Applesauce,Carrots,Blueberries,Yogurt",17,g,Like it!
09/28/2019 6:38:09 PM,Oatmeal,59,g,Love it!
09/28/2019 3:50:50 PM,"Applesauce,Carrots,Blueberries,Yogurt",32,g,Like it!
09/28/2019 10:37:07 AM,"Applesauce,Carrots,Mango,Kale",29,g,Like it!
09/28/2019 12:15:02 PM,"Applesauce,Carrots,Mango,Kale,Peas",44,g,Like it!
09/27/2019 10:25:36 AM,"Mango,Applesauce,Carrots,Kale",97,g,Love it!
09/27/2019 5:50:25 PM,"Pears,Carrots,Blueberries",17,g,Like it!
09/27/2019 4:20:27 PM,"Pears,Carrots,Blueberries",29,g,Like it!
09/27/2019 2:45:23 PM,"Pears,Carrots,Blueberries",50,g,Love it!
09/27/2019 12:12:46 PM,"Applesauce,Other,Spinach,Strawberries",34,g,Love it!
09/27/2019 10:49:08 AM,"Applesauce,Other,Spinach,Strawberries",65,g,Love it!
09/26/2019 9:35:07 AM,"Applesauce,Mango,Carrots",103,g,Like it!
09/26/2019 12:45:58 PM,"Applesauce,Blueberries,Spinach",103,g,Like it!
09/26/2019 12:55:15 PM,Avocados,59,g,Like it!
09/25/2019 12:35:06 PM,"Applesauce,Mango,Carrots",118,g,Like it!
09/25/2019 5:45:04 PM,Avocados,8,g,Like it!
09/25/2019 9:50:27 AM,"Blueberries,Spinach,Applesauce",103,g,Like it!
09/24/2019 12:45:50 PM,"Applesauce,Blueberries,Spinach",103,g,Like it!
09/24/2019 10:00:15 AM,Avocados,44,g,Like it!
09/23/2019 10:00:00 AM,Avocados,44,g,Like it!
09/23/2019 12:30:23 PM,"Applesauce,Blueberries,Spinach",103,g,Like it!
09/22/2019 6:14:22 PM,"Applesauce,Carrots,Mango",53,g,Like it!
09/22/2019 11:02:29 AM,"Pears,Peaches,Strawberries",41,g,Love it!
09/22/2019 3:31:09 PM,"Applesauce,Carrots,Mango",14,g,Like it!
09/22/2019 10:16:28 AM,Rice cereal,29,g,Like it!
09/22/2019 11:08:31 AM,"Applesauce,Carrots,Mango",11,g,Like it!
09/21/2019 7:48:06 PM,Rice cereal,8,g,Hate it!
09/21/2019 8:30:27 AM,Rice cereal,23,g,Like it!
09/21/2019 12:03:48 PM,"Pears,Peaches,Strawberries",100,g,Love it!
09/21/2019 4:32:52 PM,"Pears,Peaches,Strawberries",23,g,Like it!
09/20/2019 10:55:23 AM,"Chicken,Other",17,g,Like it!
09/20/2019 3:50:34 PM,"Chicken,Other",10,g,Like it!
09/20/2019 8:35:02 AM,"Chicken,Other",11,g,Like it!
09/19/2019 10:00:10 AM,Avocados,14,g,Like it!
09/19/2019 12:30:54 PM,"Chicken,Other",88,g,Like it!
09/19/2019 3:40:40 PM,"Chicken,Other",29,g,Like it!
09/18/2019 12:45:39 PM,Avocados,44,g,Like it!
09/18/2019 5:30:39 PM,Rice cereal,44,g,Like it!
09/18/2019 9:55:29 AM,"Chicken,Other",73,g,Like it!
09/17/2019 9:45:27 AM,"Beef,Other",88,g,Like it!
09/17/2019 12:30:10 PM,"Chicken,Other",118,g,Like it!
09/16/2019 9:45:16 AM,"Beef,Other",118,g,Like it!
09/16/2019 12:45:59 PM,"Beef,Other",88,g,Like it!
09/15/2019 11:50:09 AM,"Bananas,Other",26,g,Like it!
09/14/2019 7:15:41 PM,"Bananas,Other,Blueberries",14,g,Like it!
09/14/2019 9:45:23 AM,"Chicken,Other",23,g,Like it!
09/14/2019 12:45:26 PM,"Bananas,Other,Blueberries",53,g,Love it!
09/13/2019 5:27:03 PM,"Chicken,Other",8,g,Hate it!
09/13/2019 12:50:39 PM,"Chicken,Other",10,g,Hate it!
09/13/2019 3:55:06 PM,"Chicken,Other",11,g,Like it!
09/13/2019 10:15:00 AM,"Chicken,Other",14,g,Hate it!
09/12/2019 12:45:45 PM,"Chicken,Apricots",118,g,Like it!
09/12/2019 9:45:14 AM,Avocados,44,g,Like it!
09/11/2019 9:45:59 AM,"Chicken,Apricots",73,g,Like it!
09/11/2019 3:45:33 PM,Avocados,38,g,Like it!
09/11/2019 12:45:10 PM,"Sweet potatoes,Bananas,Other",110,g,Like it!
09/10/2019 12:40:26 PM,Avocados,65,g,Like it!
09/10/2019 10:30:41 AM,"Chicken,Apricots",68,g,Like it!
09/09/2019 12:30:44 PM,"Applesauce,Beef",59,g,Like it!
09/09/2019 10:00:01 AM,"Applesauce,Beef",59,g,Like it!
09/08/2019 8:40:30 AM,Rice cereal,17,g,Like it!
09/08/2019 12:00:23 PM,"Beef,Applesauce",44,g,Love it!
09/07/2019 3:50:33 PM,Cheerios,2,g,Like it!
09/07/2019 3:35:23 PM,"Beef,Applesauce",48,g,Love it!
09/06/2019 3:45:12 PM,"Beef,Applesauce",62,g,Love it!
09/06/2019 8:50:19 AM,Avocados,17,g,Like it!
09/06/2019 11:47:00 AM,Avocados,4,g,Like it!
09/05/2019 3:30:28 PM,"Apricots,Chicken",44,g,Like it!
09/05/2019 12:45:12 PM,Avocados,59,g,Like it!
09/05/2019 9:45:50 AM,"Apricots,Chicken",59,g,Like it!
09/04/2019 3:50:11 PM,"Apricots,Chicken",50,g,Like it!
09/04/2019 5:50:39 PM,Avocados,10,g,Like it!
09/03/2019 4:45:24 PM,"Apricots,Chicken",14,g,Like it!
09/03/2019 8:05:21 AM,Rice cereal,8,g,Hate it!
09/03/2019 12:30:26 PM,"Apricots,Chicken",42,g,Love it!
09/02/2019 8:35:10 AM,"Apricots,Chicken",2,g,Hate it!
09/01/2019 9:30:40 AM,"Chicken,Peas",14,g,Like it!
09/01/2019 5:28:56 PM,"Apricots,Chicken",8,g,Like it!
09/01/2019 7:59:12 AM,Rice cereal,14,g,Like it!
09/01/2019 11:05:20 AM,Avocados,29,g,Love it!
09/01/2019 11:45:40 AM,Mac & cheese,5,g,Like it!
09/01/2019 3:15:23 PM,"Peas,Chicken",10,g,Like it!
09/01/2019 3:30:49 PM,Bananas,2,g,Like it!
08/31/2019 9:11:59 AM,Oatmeal,14,g,Hate it!
08/30/2019 12:10:25 PM,"Apricots,Sweet potatoes,Bananas",90,g,Love it!
08/30/2019 8:40:47 AM,Rice cereal,5,g,Hate it!
08/29/2019 5:37:38 PM,Rice cereal,8,g,Hate it!
08/29/2019 9:15:28 AM,Rice cereal,5,g,Hate it!
08/28/2019 9:35:27 AM,"Apricots,Chicken",59,g,Love it!
08/28/2019 5:30:34 PM,Avocados,2,g,Hate it!
08/27/2019 11:50:45 AM,"Apricots,Sweet potatoes,Bananas",29,g,Like it!
08/27/2019 6:00:43 PM,"Apricots,Chicken",44,g,Love it!
08/25/2019 4:20:44 PM,"Applesauce,Beef",2,g,Hate it!
08/25/2019 4:41:43 PM,"Apricots,Sweet potatoes,Bananas",14,g,Like it!
08/25/2019 6:15:32 PM,Rice cereal,7,g,Hate it!
08/24/2019 5:26:41 PM,"Apricots,Sweet potatoes,Bananas",20,g,Love it!
08/23/2019 8:51:47 AM,"Applesauce,Beef",8,g,Hate it!
08/23/2019 5:20:39 PM,Rice cereal,35,g,Like it!
08/23/2019 8:40:46 AM,"Apricots,Sweet potatoes,Chicken",5,g,Like it!
08/22/2019 4:48:54 PM,"Apricots,Chicken",19,g,Like it!
08/22/2019 1:15:59 PM,"Apricots,Chicken",47,g,Love it!
08/21/2019 4:43:41 PM,"Apricots,Chicken",29,g,Like it!
08/20/2019 4:45:38 PM,Oatmeal,14,g,Like it!
08/19/2019 5:06:04 PM,"Pears,Peas,Broccoli",5,g,Hate it!
08/18/2019 5:40:44 PM,"Pears,Peas,Broccoli",5,g,Hate it!
08/17/2019 5:01:36 PM,Oatmeal,5,g,Hate it!
08/14/2019 5:47:18 PM,"Bananas,Blueberries,Other",7,g,Like it!
08/10/2019 8:15:28 AM,"Pears,Peas,Broccoli",2,g,Hate it!
08/09/2019 8:21:03 AM,"Pears,Peas,Broccoli",2,g,Hate it!
08/09/2019 3:52:13 PM,"Pears,Peas,Broccoli",5,g,Hate it!
08/06/2019 8:00:15 AM,"Pears,Mango,Spinach",26,g,Like it!
08/05/2019 7:56:17 AM,Oatmeal,2,g,Hate it!
08/05/2019 8:01:34 AM,"Apricots,Pumpkin,Chicken",14,g,Like it!
08/05/2019 5:10:59 PM,"Chicken,Apricots,Melons",17,g,Like it!
08/04/2019 5:40:14 PM,"Apricots,Chicken",51,g,Love it!
08/04/2019 8:03:06 AM,Yogurt,14,g,Hate it!
08/03/2019 5:45:22 PM,"Pears,Peas,Broccoli",44,g,Like it!
08/03/2019 1:00:27 PM,Oatmeal,14,g,Like it!
08/03/2019 8:06:27 AM,"Pears,Peas,Broccoli",32,g,Love it!
08/02/2019 8:04:57 AM,Rice cereal,11,g,Like it!
08/02/2019 5:40:48 PM,Oatmeal,29,g,Like it!
08/01/2019 8:10:34 AM,Yogurt,11,g,Like it!
08/01/2019 4:40:12 PM,"Apricots,Sweet potatoes,Bananas",29,g,Like it!
07/31/2019 6:20:07 PM,"Apricots,Sweet potatoes,Bananas",39,g,Love it!
07/31/2019 8:05:54 AM,Yogurt,29,g,Like it!
07/30/2019 1:25:51 PM,Rice cereal,20,g,Hate it!
07/30/2019 8:10:06 AM,Yogurt,29,g,Like it!
07/30/2019 5:55:35 PM,"Apricots,Sweet potatoes,Bananas",44,g,Love it!
07/29/2019 8:20:59 AM,Yogurt,44,g,Like it!
07/29/2019 6:24:39 PM,"Pears,Mango,Spinach",45,g,Like it!
07/28/2019 5:15:39 PM,"Pears,Mango,Spinach",63,g,Love it!
07/28/2019 8:10:53 AM,Yogurt,35,g,Like it!
07/27/2019 7:40:09 PM,"Bananas,Blueberries,Other",38,g,Love it!
07/27/2019 1:30:53 PM,"Bananas,Blueberries,Other",41,g,Love it!
07/26/2019 1:20:21 PM,Oatmeal,14,g,Like it!
07/26/2019 5:00:48 PM,"Bananas,Other,Blueberries",29,g,Love it!
07/25/2019 12:25:49 PM,Rice cereal,5,g,Hate it!
07/25/2019 12:30:05 PM,"Pears,Peas,Broccoli",23,g,Like it!
07/25/2019 3:32:54 PM,"Pears,Peas,Broccoli",17,g,Love it!
07/25/2019 8:30:45 AM,Yogurt,20,g,Like it!
07/24/2019 12:40:31 PM,"Sweet potatoes,Bananas,Apricots",35,g,Love it!
07/24/2019 8:47:48 AM,Yogurt,29,g,Like it!
07/23/2019 1:35:21 PM,Rice cereal,44,g,Like it!
07/23/2019 8:15:39 AM,Yogurt,11,g,Hate it!
07/22/2019 5:20:55 PM,"Pears,Peas,Broccoli",35,g,Love it!
07/22/2019 8:20:03 AM,Yogurt,32,g,Like it!
07/22/2019 4:25:33 PM,Oatmeal,20,g,Like it!
07/21/2019 8:30:24 AM,Yogurt,29,g,Like it!
07/21/2019 5:15:16 PM,"Pears,Mango,Spinach",25,g,Love it!
07/21/2019 5:21:13 PM,"Pears,Peas,Broccoli",22,g,Love it!
07/20/2019 8:15:26 AM,Yogurt,29,g,Like it!
07/20/2019 3:55:09 PM,Oatmeal,53,g,Love it!
07/20/2019 5:30:39 PM,"Pears,Mango,Spinach",41,g,Love it!
07/19/2019 6:00:42 PM,"Mango,Pears,Spinach",41,g,Love it!
07/19/2019 11:00:06 AM,"Apricots,Sweet potatoes,Bananas",38,g,Like it!
07/19/2019 8:20:12 AM,Yogurt,29,g,Like it!
07/18/2019 9:15:08 AM,Prunes,29,g,Love it!
07/18/2019 5:00:38 PM,Prunes,20,g,Love it!
07/18/2019 9:00:18 AM,Yogurt,19,g,Like it!
07/18/2019 5:10:47 PM,Oatmeal,29,g,Like it!
07/17/2019 9:25:33 AM,Yogurt,29,g,Like it!
07/17/2019 6:05:24 PM,Oatmeal,14,g,Like it!
07/17/2019 4:22:25 PM,Yogurt,14,g,Like it!
07/16/2019 11:37:18 AM,Prunes,29,g,Like it!
07/15/2019 12:15:46 PM,"Pears,Mango",41,g,Love it!
07/15/2019 1:20:10 PM,Oatmeal,8,g,Hate it!
07/14/2019 4:45:17 PM,"Pears,Mango",23,g,Like it!
07/13/2019 4:05:47 PM,Sweet potatoes,62,g,Love it!
07/12/2019 11:35:19 AM,"Pears,Other,Peas",11,g,Hate it!
07/12/2019 4:02:39 PM,Sweet potatoes,17,g,Like it!
07/11/2019 2:50:57 PM,"Pears,Peas,Other",11,g,Hate it!
07/10/2019 3:20:30 PM,"Pears,Other,Peas",8,g,Hate it!
07/09/2019 1:10:15 PM,"Applesauce,Blueberries,Oatmeal",20,g,Like it!
07/08/2019 9:20:57 AM,"Pears,Peas,Other",5,g,Hate it!
07/07/2019 9:30:22 AM,"Applesauce,Blueberries,Oatmeal",14,g,Like it!
07/05/2019 11:05:12 AM,"Blueberries,Applesauce,Oatmeal",14,g,Like it!
07/04/2019 1:40:27 PM,"Blueberries,Applesauce,Oatmeal",7,g,Hate it!
07/04/2019 1:30:57 PM,Sweet potatoes,11,g,Love it!
07/03/2019 6:45:41 PM,Sweet potatoes,14,g,Love it!
07/03/2019 11:15:42 AM,Sweet potatoes,20,g,Love it!
07/02/2019 8:50:26 AM,Sweet potatoes,2,g,Like it!
06/29/2019 1:20:55 PM,Sweet potatoes,29,g,Like it!
06/29/2019 4:25:08 PM,Oatmeal,2,g,Hate it!
06/28/2019 1:35:43 PM,Carrots,35,g,Love it!
06/27/2019 3:12:53 PM,Carrots,35,g,Love it!
06/26/2019 2:57:55 PM,Carrots,35,g,Love it!
06/25/2019 2:35:37 PM,Carrots,22,g,Like it!
06/21/2019 1:25:28 PM,Pears,5,g,Like it!
06/21/2019 6:05:13 PM,Pears,11,g,Like it!
06/20/2019 8:55:39 AM,Pears,2,g,Like it!
06/19/2019 11:45:04 AM,Pears,11,g,Hate it!
06/17/2019 1:15:05 PM,Pears,14,g,Love it!
06/16/2019 1:40:48 PM,Pears,41,g,Love it!
06/13/2019 1:25:21 PM,Prunes,29,g,Like it!
06/12/2019 12:40:58 PM,Prunes,22,g,Like it!
06/11/2019 1:00:02 PM,Prunes,17,g,Like it!
06/09/2019 4:23:02 PM,Prunes,23,g,Like it!
06/08/2019 1:25:55 PM,Prunes,7,g,Like it!
06/08/2019 1:10:06 PM,Oatmeal,7,g,Hate it!
06/07/2019 12:32:16 PM,Prunes,7,g,Like it!
06/06/2019 12:25:00 PM,Prunes,7,g,Like it!
06/05/2019 12:35:25 PM,Prunes,17,g,Like it!
06/04/2019 12:30:50 PM,Prunes,8,g,Like it!
06/03/2019 12:30:01 PM,Prunes,13,g,Like it!
06/02/2019 3:35:39 PM,Oatmeal,14,g,Hate it!
06/02/2019 12:05:58 PM,Prunes,14,g,Like it!
06/01/2019 8:50:25 AM,Prunes,11,g,Like it!
06/01/2019 5:12:27 PM,Prunes,10,g,Like it!
05/30/2019 12:30:45 PM,Prunes,7,g,Hate it!
05/26/2019 12:49:47 PM,Applesauce,7,g,Hate it!
05/24/2019 12:30:16 PM,Applesauce,14,g,Like it!
05/20/2019 12:30:26 PM,Applesauce,12,g,Hate it!
05/19/2019 12:40:46 PM,Applesauce,7,g,Hate it!
05/11/2019 12:48:51 PM,Bananas,7,g,Like it!
05/10/2019 12:50:35 PM,Bananas,8,g,Like it!
05/09/2019 12:10:54 PM,Bananas,9,g,Like it!
05/08/2019 12:05:18 PM,Bananas,7,g,Like it!
05/07/2019 12:35:07 PM,Sweet potatoes,11,g,Hate it!
05/06/2019 12:15:55 PM,Bananas,12,g,Like it!
05/03/2019 12:10:01 PM,Melons,8,g,Like it!
05/02/2019 12:40:56 PM,Melons,5,g,Like it!
05/01/2019 12:40:46 PM,Bananas,15,g,Like it!
04/29/2019 6:12:24 PM,Bananas,11,g,Like it!
04/27/2019 12:10:27 PM,Bananas,8,g,Like it!
04/26/2019 12:10:37 PM,Bananas,4,g,Like it!
